Id,Product Name,Climate+,Product Category,Product Type,Status,Registered In,Manufacturer,Total Score,EPEAT Tier,Registered On,Archived On,Exceptions,07SYS10-FQ1G-00,095205068153,AltaLink C8145 120V NA,Amazon ASIN,European Article Number,Extended name,Global Trade Item Number,Horizon D13560,Manufacturer Part Number,RSL10-LSS5X4W1K1X0X0,Serial Number,Universal Product Code,Zebra SKU
47c1ba33196f4c5bb6243718af64977a,ASUS  D700MDES (series: D700MD_CZ),FALSE,Computers & Displays,Desktop,Active,India,ASUSTeK Computer Inc.,26 of 48,Silver,8/13/2023 00:00:00,*,*,,,,,,,,,,,,"195553690843, 195553731348, 195553760324, 195553760812, 195553761543, 195553761567, 195553784313, 195553794282, 195553794299, 195553794305, 195553796088, 195553796095, 195553808033, 195553808040, 195553808057, 195553808064, 195553831253, 195553831260, 195553831277, 195553831550, 195553834254, 195553834261, 195553838283, 195553838313, 195553839228, 195553840798, 195553846042, 195553846059, 195553848084, 195553852401, 195553852418, 195553852425, 195553852432, 195553856065, 195553857062, 195553857079, 195553857086, 195553859202, 195553860130, 195553861151, 195553861168, 195553861175, 195553861397, 195553861564, 195553861571, 195553862394, 195553863452, 195553863490, 195553863742, 195553866019, 195553869829, 195553874724, 195553874731, 195553879842, 195553882729, 195553882941, 195553884259, 195553884679, 195553886338, 195553887052, 195553887571, 195553887731, 195553887748, 195553887793, 195553888004, 195553888462, 195553889018, 195553889209, 195553892063, 195553892308, 195553892315, 195553892919, 195553892926, 195553902151, 195553907293, 195553930758, 195553932103, 195553932608, 195553948340, 195553970150, 195553970167, 195553982023, 197105002814, 197105002821, 197105002838, 197105003118, 197105007987, 197105025073, 197105025110, 197105033757, 197105033788, 197105034792, 197105034808, 197105037762, 197105037779, 197105037786, 197105055278, 197105055285, 197105055292, 197105055308, 197105055315, 197105055322, 197105055339, 197105063686, 197105070226, 197105070233, 197105085701, 197105090132, 197105090149, 197105090156, 197105102149, 197105102156, 197105102163, 197105102170, 197105102187, 197105106185, 197105106192, 197105110267, 197105123946, 197105125230, 197105126596, 197105127968, 197105131293, 197105134065, 197105146273, 197105154452, 197105165755, 197105166073, 197105168206, 197105172234, 197105180383, 197105184022, 197105184039, 197105184046, 197105184053, 197105184060, 197105205925, 197105217966, 197105218123, 197105226203, 197105226326, 197105229365, 197105233218, 197105233720, 197105238459, 197105238602, 197105239357, 197105239364, 197105239371, 197105240230, 197105240247, 197105257214, 197105261457, 197105264359, 197105269712, 197105278318, 197105281042, 197105281080, 197105281103, 197105285552, 197105285613, 197105285699, 197105287402, 197105287419, 197105287426, 197105288294, 197105288959, 197105295360, 197105307186, 197105307551, 197105319172, 197105330702, 197105360860, 197105366886, 197105372245, 197105373051, 197105381964, 197105381971, 197105383746, 197105383753, 197105383760, 197105388871, 197105390867, 197105408623, 197105410640, 197105411012, 197105413245, 197105416260, 197105416499, 197105441187, 197105441194, 197105445628, 197105448148, 197105478244",
